jaanaa,जानाँ
khelti,खेलती
khidkiyan,खिड़कियाँ
pukaariye,पुकारिये
sunaayuungi,सुनाऊंगी
choomana,चूमना
kunvaare,कुँवारे
nachaana,नचाना
buddhyaatmanaa,बुद्ध्यात्मना
sakuun,सकून
filmi,फ़िल्मी
biti,बीती
rakhanevaalon,रखनेवालों
takiyan,टकियाँ
wafa,वफ़ा
kahar,कहार
suraahi,सुराही
jise,जिस
aaiyo,आइयो
mano,मानो
bikharaati,बिखराती
baithe,बैठे
garb,गर्ब
karun,करूं
khulabuli,खुलबुली
baandhane,बाँधने
bita,बिता
nikalana,निकलना
zara,ज़रा
chaka,चक
anguur,अँगूर
gila,गिल
samajhiiyegaa,समझीयेगा
painyaa,पैंया
pakadana,पकड़ना
hirano,हिरणों
naarii,नारी
ladiyaan,लड़ियां
jeetaa,जीता
aakh,आँख
parega,पड़ेगा
nishaaniyaan,निशानियां
maaji,माँझी
bechara,बेचारा
bolengee,बोलेंगी
aashiq,आशिक़
humme,हममें
nashi,नाशी
hogaa,होगा
giit,गीत
musakaayuun,मुसकाऊँ
chahaton,चाहतों
hilti,हिलती
choomne,चूमने
mazaal,मज़ाल
magal,मंगल
ugaaye,उगाये
hoi,होइ
vardan,वरदान
gulsitan,गुलसिताँ
guncha,गुंचा
hulchul,हलचल
faramaaya,फ़रमाया
aashirvaadam,आशीर्वादम
palaa,पला
pyaara,पार
jaoon,जाऊँ
zaalama,ज़ालमा
bolenge,बोलेंगे
beqaabuu,बेक़ाबू
sachchon,सच्चों
bachaini,बचैनी
jhuute,झूटे
karomi,करोमि
anjaam,अंजाम
ashqon,अश्क़ों
bekhudi,बेखुदी
hataa,हटा
tutalaakar,तुतलाकर
maheena,महीना
kitta,किट्ता
hogi,होगि
shikaayaat,शिकायात
pahunche,पहुँचे
pikar,पीकर
bolegi,बोलेगी
mehrabaan,मेहरबाँ
jalein,जलें
aayengii,आयेंगी
chakori,चकोरी
pathar,पता
puraqat,पुरक़त
afasurda,अफ़सुर्दा
pahunchaa,पहुँचा
beeigi,भीगी
siva,सिवा
behna,बहना
sajii,सजी
guncha,गुँचा
adat,आदत
manaaega,मनाएगा
tabaahi,तबाही
paaye,पाए
hansaanewaala,हँसानेवाला
havaladaar,हवलदार
mach,मच
dijiye,दीजिये
giilaa,गीला
kuhuke,कुहुके
shokhiyaan,शोख़ियाँ
tadpaaye,तड़पाएँ
jhoonke,झोंखे
note,नोट
bhaati,भाती
ladli,लाडली
ghoomata,घूमता
karaan,कराँ
chakore,चकोरे
aaega,आएगा
samaayi,समाई
ita,इत
tod,तोद
shoharat,शोहरत
athaah,अथाह
hasrat,हसरत
isliye,इसलिए
git,गित
meharaban,मेहरबां
chupaaye,छुपाये
papas,पापा
janewale,जानेवाले
bisaara,बिसारा
pichlee,पिछले
gumaan,गुमान
badarwa,बदरवा
nagin,नागिन
laayin,लायीं
doogey,दोगे
jaagengi,जागेंगी
aansuon,आँसुओं
dusare,दूसरे
fisali,फिसली
parawa,परवा
bulaavuun,बुलावूँ
bikharane,बिखरने
maahaaraani,माहारानी
dhadakanen,धड़कनें
chalne,छलने
sultaana,सुल्ताना
kangale,कंगले
sehrey,सहरे
badhi,बढ़ी
raet,रेत
kaahe,काहे
pyaara,प्यारा
ulajhi,उलझी
pees,पीस
honge,होंगे
jevar,जेवर
patna,पटना
saaz,साज़
duje,दूजे
shair,शायर
khaande,काँधे
dila,दिला
sochti,सोचती
waalaa,वाला
katii,कटी
kisi,किसि
chehro,चेहरों
bisaare,बिसारे
nigaho,निगाहों
zanaab,ज़नाब
safaai,सफ़ायी
naghme,नग़मे
meharabaaniyaan,मेहरबानियाँ
vinaa,वीना
sahegi,सहेगी
kaat,काट
suno,सुन
taanen,तानें
paradesiya,परदेसिया
chalaanevaale,चलानेवाले
jaalidaar,जालीदार
chehre,चहरे
achanak,अचनक
pahchaanaa,पहचाना
takrake,टकराके
adana,अदना
punjaabi,पुंजाबी
parchhaai,परछाई
kalaaii,कलाई
paseene,पसीने
hariyaalaa,हरियाला
rama,राम
chama,छमा
bekhudi,बेख़ुदी
ikko,इक्को
maanganaa,माँगना
tvinkal,ट्विंकल
raatbhar,रातभर
rukegaa,रुकेगा
baata,बात
judaa,जुदा
palkon,पलको
gaihre,गहरे
hajaar,हज़ार
tadapaati,तड़पाती
sakungaa,सकूँगा
mehendi,मेहंदी
ruke,रुके
paayega,पायेगा
thukra,ठुक्रा
pilaye,पिलाए
qiimat,क़ीमत
acharaa,अचरा
ujade,उजड़े
lahar,लहर
ummedo,उम्मीदों
kaagaj,कागज
rubaayi,रुबाई
hansti,हँसती
poochhi,पूछी
naadaan,नादान
dardanaak,दर्दनाक
jalaaoge,जलाओगे
khushaali,खुशहाली
something,सम्तिंग
alwida,अलविदा
gardan,गर्दन
narmi,नरमी
saawri,साँवरी
paauunga,पाऊँगा
bhule,भुले
chunata,चुनता
kaaravaan,ख़ारवाँ
ajal,अजल
pairon,पैरों
tadpaye,तड़पाए
matavale,मतवाले
mastana,मस्ताना
thumharee,तुम्हारे
meherbaa,मेहरबाँ
milwaya,मिलवाया
saada,सादा
taraf,तरफ़
chaliye,चलिए
baansariwaala,बाँसरीवाला
buji,बुझी
chaahata,चाहत
vichchon,विच्चों
mout,मौत
nichaa,नीचा
ballu,बल्लू
qataraa,क़तरा
udi,उदी
gopaalaa,गोपाला
gayii,गयी
naaraaji,नाराजी
gulon,ग़ुलों
jhukaane,झुकाने
sanvaaraa,संवारा
poochhun,पूछूँ
pahanaauun,पहनाऊँ
yahan,यहाँ
raaston,रास्तों
bechate,बेचते
mureeda,मुरीदा
ujiyaala,उजियाला
prati,प्रति
mushkil,मुश्क़िल
jindagani,ज़िंदगानी
dekha,देखा
takraar,तक़रार
ulajhata,उलझता
churaakar,चुराकर
rap,रप
zardiyaan,ज़र्दियाँ
katenge,कटेंगे
naalish,नालिश
sehri,सहरी
sammne,सामने
udhaoon,उड़ाऊँ
man,मं
puchha,पूछा
pali,पली
mahaaraja,महारजा
sahra,सहरा
mahakanaa,महकना
aayenga,आयेगा
chekunam,चेकुनम
tamannaao,तमन्नाओ
aankhiyaan,अंखियाँ
dekhu,देखु
bahalaa,बहला
rulaane,रुलाने
subahein,सुबहें
malataa,मलता
gungunayein,गुनगुनाएं
kaata,काटा
nahalaaye,नहलाए
baabu,बाबू
duarey,द्वारे
baalan,बालन
ved,वेद
biiraanaa,बीराना
jawaan,जवान
chhupega,छुपेगा
sahoonga,सहूँगा
dilo,दिलो
dariyaayon,दरियाओं
chaan,छान
purasi,पुरसी
gino,गिनो
kahun,कहूं
suhaanii,सुहानी
rangath,रंगत
adla,अदला
dekhna,देखना
toofaann,तूफ़ान
maano,मानो
muskuraayein,मुस्कुरायेँ
basane,बसाने
samjaaye,समझाये
ladaauunga,लड़ाऊँगा
yoo,यूँ
bastiyaan,बस्तियाँ
dil,दील
garajtaa,गरजता
jhule,झुले
saamaan,सामान
jaon,जाऊँ
sharmila,शर्मीला
kataraao,कतराओ
dukhne,दूखन
palakon,पल्कोन
phiregi,फिरेगी
raheta,रहता
hoga,होगा
barasaat,बरसात
paaon,पाँवों
isane,इसने
naazneen,नाज़नीन
kisse,किस्से
adhoora,अधूरा
banegee,बनेगी
gaai,गाई
pilaaye,पिलाये
khoyaa,खोया
kheli,खेली
chhupaaye,चुपाये
kajaraarii,कजरारी
bansiya,बँसिया
barf,बर्फ़
hukke,हुक्के
damak,दमक
bipda,बिपदा
ruus,रूस
ginta,गिनता
tiisaraa,तीसरा
jaande,जांदे
gunj,गूंज
tapak,टपक
bolon,बोलों
samajaha,समजहा
muskuraaiye,मुस्कुराइये
sagari,सगरी
sheron,शेरों
bachaayaa,बचाया
havaai,हवाई
karataa,करता
jattiya,जत्तिया
ma,मा
aakar,आकर
hoshiyaar,होशियार
mahaka,महक
uraan,उड़ान
chhedat,छेड़त
raahee,राही
ruup,रूप
matawaale,मतवाले
maje,मजे
fool,फूल
meraaa,मेरा
joti,जोती
jaat,जात
chaar,चार
chingaareeyaa,चिन्गारियाँ
imkaan,इम्काँ
unhiin,उन्हीं
anuraagi,अनुरागी
ravaayaten,रवायतें
peed,पीड़
rag,राग
sahame,सहमे
anwar,अनवर
pooran,पूरण
churaoonga,चुराऊंगा
giiton,गीतों
asatya,असत्य
saasuujii,सासूजी
sharafat,शराफ़त
bhadakaane,भड़काने
khushk,खुश्क
piyaaz,प्याज
dehu,देहु
daav,दांव
sharmaaogi,शरमाओगी
tujhii,तुझी
hurraa,हुर्रा
sanwar,सँवार
ude,उड़ें
jaan,जान
angadaaiyaan,अँगड़ाइयाँ
kaajaraa,काजरा
sanvaaregii,सँवारेगी
ke,क
naahi,नाही
dang,डांग
sarvasv,सर्वस्व
badaliyan,बदलियाँ
saali,साली
pacchis,पच्चिस
muaamalaa,मुआमला
karmo,कर्मों
jap,जप
ehasaan,एहसान
junuun,जुनून
garm,गर्म
chadhaayo,चढ़ायो
ansuni,अनसूनी
banaayegi,बनायेगी
naae,नाए
saadii,सादी
utari,उतारी
dilwalon,दिलवालों
nekii,नेकी
kaanon,कानों
kizaa,ख़िज़ा
baink,बैंक
pahachaanataa,पहचानता
jaanaa,जानां
gayaaa,गया
phunk,फूँक
bewafaayi,बेवफ़ाई
bhaaga,भागा
bharathee,बाराती
adaavat,अदावत
khulata,खुलता
kara,कर
saratiyaa,सरतिया
majbooriyaan,मजबूरियाँ
joraajori,जोराजोरी
divaar,दीवार
inmein,इनमें
barsaati,बरसाती
gunchon,गुंचों
chodi,छोड़ी
chandaniya,चंदनिया
paraai,पराई
jagaaiye,जगाइये
kamalaan,कमलां
sarakaari,सरकारी
peeya,पिया
roen,रोएँ
buundein,बूँदें
yaaminiim,यामिनीम
bithaakar,बिठाकर
baraseen,बरसीं
viraaniyaan,वीरानियां
phire,फिरे
piye,पिये
soona,सूना
naujawan,नौजवां
daarun,डारूं
karate,करते
gede,गेडे
jagaauun,जगाऊँ
sargoshi,सरगोशी
nashile,नशीले
gazal,गज़ल
tadpaaao,तड़पाओ
sulajha,सुलझा
ud,उद
vaale,वाले
sawaari,सवारी
surili,सुरीली
lapata,लापता
adhuri,अधुरी
ujala,उजला
jhooluun,झूलूँ
matwale,मतवाले
tujhpe,तुझपे
hamadard,हमदर्द
paniya,पनिया
mushkil,मुशकिल
guhar,गुहर
girahagir,गिरहगीर
japoon,जपूँ
sajaayenge,सजाएँगे
tarasein,तरसें
satguru,सतगुरु
koyalein,कोयलें
ruthaa,रूठा
poorani,पुरानी
uthaaen,उठाएं
puraa,पूरा
itihaason,इतिहासों
gharvaale,घर्वाले
bhaangada,भांगड़ा
logo,लोगो
saadgi,सादगी
dilawaale,दिलवाले
apamaan,अपमान
aakaar,आकार
raani,राणी
mehbuba,महबूबा
dekhi,देकी
hara,हर
andhe,अँधे
sulagataa,सुलगता
sung,संग
lav,लव
kahalaaoonga,कहलाऊँगा
bhaabhiyaan,भाभियाँ
rishvat,रिश्वत
ansuan,अंसुअन
zaakir,ज़ाकिर
tadapaaengi,तड़पाएंगी
pehechana,पहचाना
gussa,गुस्सा
jalimaa,ज़ालिमा
nikhaare,निखारे
ekahu,एकहू
bebasii,बेबसी
gadiyaan,घड़ियाँ
dilli,दिल्ली
nikala,निकला
mangalmurti,मंगलमूर्ति
anjani,अन्जानी
daavat,दावत
bulaanaa,बुलाना
machaayi,मचाई
khoye,खोये
barasaye,बरसाए
khoti,खोटी
inhin,इन्हीं
kyun,क्यों
puraana,पुराना
deewaanaa,दीवाना
sachchaaiyon,सच्चाइयों
ho,हों
andaz,अन्दाज़
